일자,밥,국,메인,반찬,구분,국분류,메뉴분류
2018-09-06,꼬마김밥*겨자장,잔치국수,돈육강정,키위드레싱샐러드,석식,국,육류
2018-09-07,쌀밥/잡곡밥,콩비지찌개,생선까스*칠리소스,두부양념조림,석식,찌개,해산물
2018-09-10,쌀밥/잡곡밥,청국장찌개,가자미튀김,돈육잡채,석식,찌개,해산물
2018-09-11,김밥,김치말이국수,떡볶이,찐옥수수,석식,국,기타
2018-09-12,쌀밥/잡곡밥,매운쇠고기국,유린기,어묵무침,석식,국,육류
2018-09-13,쌀밥/잡곡밥,크림스프,수제돈까스*칠리소스,푸실리샐러드,석식,스프,육류
2018-09-14,쌀밥/잡곡밥,도토리묵냉국,해물누룽지탕,동그랑땡전,석식,탕,해산물
2018-09-17,쌀밥/잡곡밥,들깨버섯국,오징어볶음,단호박계란찜,석식,찜,해산물
2018-09-18,유부초밥,우동,순대야채볶음,참치샐러드,석식,우동,육류
2018-09-20,김치볶음밥/계란,유부주머니국,해물까스*탈탈소스,단호박범벅,석식,국,해산물
2018-09-21,쌀밥/잡곡밥,시금치된장국,미니채소떡갈비,흑임자곤약샐러드,석식,국,육류
2018-10-08,쌀밥/잡곡밥,참치김치찌개,안동찜닭,고추잡채*꽃빵,석식,찜,조류
2018-10-10,쌀밥/잡곡밥,쇠고기샤브국,가자미양념찜,꽃맛살볶음,석식,찜,해산물
2018-10-11,김치주먹밥,우동,타코야끼,콥샐러드,석식,우동,기타
2018-10-12,쌀밥/잡곡밥,호박젓국찌개,장어강정,실곤약흑임자무침,석식,찌개,해산물
2018-10-15,쌀밥/잡곡밥,동태찌개,쇠고기장조림,계란말이,석식,찌개,육류
2018-10-16,해물굴소스볶음밥,가쯔오장국,닭오븐구이,딸기드레싱샐러드,석식,국,조류
2018-10-17,쌀밥/잡곡밥,차돌박이된장찌개,꽁치구이,미트볼조림,석식,찌개,해산물
2018-10-18,유부초밥,짬뽕,탕수육,생과일플레인샐러드,석식,탕,육류
2018-10-19,쌀밥/잡곡밥,닭곰탕,류산슬,비엔나감자구이,석식,탕,해산물
2018-10-22,쌀밥/잡곡밥,옹심이만두국,코다리조림,꽃맛살볶음,석식,국,해산물
2018-10-23,볶음밥*짜장소스,맑은국,탕수어,감자범벅,석식,탕,해산물
2018-10-24,쌀밥/잡곡밥,대구찌개,언양식불고기,멸치아몬드볶음,석식,찌개,육류
2018-10-25,야채주먹밥,김치우동,깐풍기,멕시칸샐러드,석식,우동,조류
2018-10-26,쌀밥/잡곡밥,육개장,가자미카레튀김,메추리알조림,석식,국,해산물
2018-10-29,쌀밥/잡곡밥,해물된장찌개,짬뽕불고기,도토리묵무침,석식,국수,육류
2018-10-30,쌀밥/잡곡밥,부대찌개,갈치구이,버섯잡채,석식,찌개,해산물
2018-11-01,목살필라프,가쯔오장국,로제스파게티,웨지감자,석식,국,해산물
2018-11-02,쌀밥/잡곡밥,순두부찌개,해물누룽지탕,계란말이,석식,탕,해산물
2018-11-05,쌀밥/잡곡밥,감자국,돈육간장불고기,쫄면무침,석식,국수,육류
2018-11-06,참치회덮밥,미소장국,쇠고기퀘사디아,과일샐러드,석식,국,육류
2018-11-07,쌀밥/잡곡밥,된장찌개,해물청경채볶음,두부커틀릿,석식,찌개,해산물
2018-11-08,쌀밥/잡곡밥,뼈감자탕,해물까스*탈탈소스,풍기샐러드,석식,탕,해산물
2018-11-09,쌀밥/잡곡밥,콩비지찌개,쇠고기장조림,메밀전병만두,석식,찌개,육류
2018-11-12,쌀밥/잡곡밥,차돌박이찌개,유린기,마파두부,석식,찌개,육류
2018-11-13,통새우김밥,미니짬뽕,고구마그라탕,키위드레싱샐러드,석식,탕,해산물
2018-11-14,쌀밥/잡곡밥,시금치된장국,매운돼지갈비찜,옥수수계란찜,석식,찜,육류
2018-11-15,볶음밥*짜장소스,유부장국,닭오븐구이,멕시칸샐러드,석식,국,조류
2018-11-16,쌀밥/잡곡밥,콩가루배추국,미트볼케찹조림,황태양념구이,석식,국,육류
2018-11-19,쌀밥/잡곡밥,닭개장,코다리양념조림,모듬소세지구이,석식,국,해산물
2018-11-20,김치볶음밥/계란,가쯔오장국,탄두리치킨,콥샐러드,석식,국,조류
2018-11-21,쌀밥/잡곡밥,열무된장국,삼겹살구이,감자채볶음,석식,국,육류
2018-11-22,멸치주먹밥,해물수제비,양장피잡채,부추만두,석식,국,해산물
2018-11-23,쌀밥/잡곡밥,고추장찌개,돈육장조림,김치전,석식,찌개,육류
2018-11-26,쌀밥/잡곡밥,부대찌개,굴비구이,우엉잡채,석식,찌개,해산물
2018-11-27,참치주먹밥,잔치국수,돈육강정,시금치흑임자샐러드,석식,국,육류
2018-11-29,쌀밥/잡곡밥,연두부탕,미니함박조림,해파리겨자채,석식,탕,육류
2018-11-30,쌀밥/잡곡밥,어묵국,깐풍기,새송이버섯전,석식,국,조류
2018-12-03,쌀밥/잡곡밥,된장찌개,돈육간장불고기,해물파전,석식,찌개,육류
2018-12-04,토마토스파게티,옥수수스프,굴소스볶음밥,쇠고기퀘사디아,석식,스프,해산물
2018-12-05,쌀밥/잡곡밥,육개장,삼치구이,모듬소세지볶음,석식,국,해산물
2018-12-06,빠에야,쌀국수,웨지감자,하와이안샐러드,석식,국,기타
2018-12-07,쌀밥/잡곡밥,쇠고기샤브국,오징어볶음,두부계란부침,석식,국,해산물
2018-12-10,쌀밥/잡곡밥,순두부찌개,미트볼케찹조림,돈육잡채,석식,찌개,육류
2018-12-11,생선초밥,우동,떡볶이,과일샐러드,석식,우동,해산물
2018-12-12,쌀밥/잡곡밥,오징어국,양념치킨,오꼬노미야끼계란말이,석식,국,조류
2018-12-13,짜장밥,계란국,사천식탕수육,부추만두,석식,탕,육류
2018-12-14,쌀밥/잡곡밥,김치찌개,안동찜닭,새송이고추장구이,석식,찜,조류
2018-12-17,쌀밥/잡곡밥,된장찌개,주꾸미볶음,비엔나감자볶음,석식,찌개,해산물
2018-12-18,충무김밥,김치말이국수,오징어초무침,꽃맛살샐러드,석식,국,해산물
2018-12-19,쌀밥/잡곡밥,콩비지찌개,고등어구이,닭살겨자냉채,석식,찌개,해산물
2018-12-20,쌀밥/잡곡밥,옛날돈까스,크림스프,감자범벅/양배추샐러드,석식,스프,육류
2018-12-21,쌀밥/잡곡밥,쇠고기미역국,생선까스*탈탈소스,마파두부,석식,국,해산물
2018-12-24,쌀밥/잡곡밥,민물새우찌개,닭갈비,버섯잡채,석식,찌개,육류
2018-12-27,김밥볶음밥,짬뽕,깐풍기,키위드레싱샐러드,석식,국수,조류
2018-12-28,쌀밥/잡곡밥,육개장,코다리조림,꽃맛살볶음,석식,국,해산물
2018-12-31,쌀밥/잡곡밥,들깨시래기국,훈제오리볶음,계란찜,석식,찜,조류
2019-01-02,쌀밥/잡곡밥,부대찌개,마늘간장치킨,두부양념조림,석식,찌개,조류
2019-01-03,새우볶음밥,우동,깐풍육,콘샐러드,석식,우동,육류
2019-01-04,쌀밥/잡곡밥,북어계란국,미트볼떡조림,도토리묵무침,석식,국,육류
2019-01-07,쌀밥/잡곡밥,미역국,매운돼지갈비찜,연두부*양념장,석식,찜,육류
2019-01-08,멸치주먹밥,잔치국수,유린기,매쉬드포테이토,석식,국,육류
2019-01-09,쌀밥/잡곡밥,닭곰탕,오징어볶음,오꼬노미야끼계란말이,석식,탕,해산물
2019-01-10,닭갈비볶음밥,가쯔오국,크림카레우동,해물까스*칠리소스,석식,우동,육류
2019-01-11,쌀밥/잡곡밥,해물순두부찌개,닭데리야끼구이,셀프무쌈말이,석식,찌개,조류
2019-01-14,쌀밥/잡곡밥,김치찌개,굴비구이,모듬소세지볶음,석식,찌개,해산물
2019-01-15,목살필라프,팽이가쯔오장국,로제파스타,키위드레싱샐러드,석식,국,육류
2019-01-16,쌀밥/잡곡밥,된장찌개,돈육장조림,해물김치전,석식,찌개,육류
2019-01-17,오므라이스,미역장국,모듬튀김*칠리소스,멕시칸샐러드,석식,국,기타
2019-01-18,쌀밥/잡곡밥,닭개장,해물청경채볶음,버섯잡채,석식,국,해산물
2019-01-21,쌀밥/잡곡밥,차돌박이찌개,주꾸미볶음,두부새싹구이,석식,찌개,해산물
2019-01-22,참치회덮밥,미소장국,또띠아피자,과일샐러드,석식,국,해산물
2019-01-23,쌀밥/잡곡밥,아욱국,돈육강정,신김치도토리묵,석식,국,육류
2019-01-24,김치주먹밥,쌀국수,국물떡볶이,시저샐러드,석식,국,기타
2019-01-25,쌀밥/잡곡밥,콩비지찌개,닭갈비,동태전,석식,찌개,육류
2019-01-28,쌀밥/잡곡밥,배추된장국,양념갈비찜,탕평채,석식,탕,육류
2019-01-29,김밥,나가사끼짬뽕,순대야채볶음,딸기드레싱샐러드,석식,국수,육류
2019-01-31,쌀밥/잡곡밥,옛날왕돈까스,옥수수스프,감자범벅/피클,석식,스프,육류
2019-02-01,쌀밥/잡곡밥,참치김치찌개,소고기모듬장조림,셀프무쌈말이,석식,찌개,육류
2019-02-07,쌀밥/잡곡밥,연두부탕,양념치킨,견과류조림,석식,탕,조류
2019-02-08,쌀밥/잡곡밥,쇠고기국,해물누룽지탕,미트볼케찹조림,석식,탕,해산물
2019-02-11,쌀밥/잡곡밥,된장찌개,닭볶음탕,부추호박전,석식,탕,조류
2019-02-12,볶음밥*짜장소스,가쯔오장국,사천식탕수육,콘샐러드,석식,탕,육류
2019-02-13,쌀밥/잡곡밥,근대국,돈육간장볶음,마파두부,석식,국,육류
2019-02-14,참치주먹밥,우동,케이준샐러드,또띠아견과칩,석식,우동,해산물
2019-02-15,쌀밥/잡곡밥,육개장,탕수어,우엉잡채,석식,탕,해산물
2019-02-18,쌀밥/잡곡밥,얼갈이국,돈육굴소스볶음,홍어채무침,석식,국,육류
2019-02-19,김치볶음밥/계란,가쯔오장국,탄두리치킨,딸기드레싱샐러드,석식,국,조류
2019-02-20,쌀밥/잡곡밥,매운버섯국,가자미튀김,모듬소세지구이,석식,국,해산물
2019-02-21,목살필라프,미니잔치국수,생선까스*칠리소스,콥샐러드,석식,국,해산물
2019-02-22,쌀밥/잡곡밥,오징어국,닭갈비,동그랑땡전,석식,국,육류
2019-02-25,쌀밥/잡곡밥,콩나물국,류산슬,돈육잡채,석식,국,해산물
2019-02-26,유부초밥,짬뽕,깐풍기,생과일플레인샐러드,석식,국수,조류
2019-02-28,쌀밥/잡곡밥,소고기무국,주꾸미볶음,맛살전,석식,국,해산물
2019-03-04,쌀밥/잡곡밥,김치순두부찌개,소고기장조림,도토리묵야채무침,석식,찌개,육류
2019-03-05,김밥,미니우동,떡볶이,김말이&만두튀김,석식,우동,육류
2019-03-06,쌀밥/잡곡밥,쇠고기샤브국,오징어볶음,고구마그라탕,석식,탕,해산물
2019-03-07,볶음밥,단호박스프,로제스파게티,쇠고기퀘사디아,석식,스프,해산물
2019-03-08,쌀밥/잡곡밥,시금치국,수원왕갈비통닭,오꼬노미야끼계란말이,석식,국,육류
2019-03-11,쌀밥/잡곡밥,된장찌개,유자청제육볶음,두부구이*양념장,석식,찌개,육류
2019-03-12,오므라이스,미소장국,모듬튀김*칠리소스,멕시칸샐러드,석식,국,기타
2019-03-13,쌀밥/잡곡밥,수제비국,순살파닭,꽃맛살볶음,석식,국,조류
2019-03-14,쌀밥/옛날돈까스,양송이스프,딸기드레싱샐러드,감자범벅,석식,스프,육류
2019-03-15,쌀밥/잡곡밥,달래된장국,레몬탕수육,우엉잡채,석식,탕,육류
2019-03-18,쌀밥/잡곡밥,배추된장국,닭갈비,메추리알곤약조림,석식,국,육류
2019-03-19,꼬마김밥*겨자장,김치우동,해물까스/케찹,시금치흑임자샐러드,석식,우동,해산물
2019-03-20,쌀밥/잡곡밥,닭개장,고등어구이,훈제오리냉채,석식,국,해산물
2019-03-21,빠에야,쌀국수,수제고로케,과일샐러드,석식,국,기타
2019-03-22,쌀밥/잡곡밥,참치김치찌개,언양식불고기,해파리냉채,석식,찌개,육류
2019-03-25,쌀밥/잡곡밥,시래기국,삼겹살구이,감자채볶음,석식,국,육류
2019-03-26,잡채밥&짜장소스,맑은국,간장치킨,떡꼬지,석식,국,조류
2019-03-28,충무김밥,우동,오징어초무침,모짜렐라핫도그,석식,우동,해산물
2019-03-29,쌀밥/잡곡밥,쇠고기샤브국,깐풍기,동그랑땡전,석식,국,조류
2019-04-01,쌀밥/잡곡밥,감자국,새송이너비아니구이,가자미양념찜,석식,찜,육류
2019-04-02,목살필라프,꼬지어묵국,탕수육,콥샐러드,석식,탕,육류
2019-04-03,쌀밥/잡곡밥,부대찌개,돈육장조림,어묵잡채,석식,찌개,육류
2019-04-04,쌀밥/잡곡밥,뼈감자탕,해물까스*와사비소스,단호박*팥찜,석식,찜,해산물
2019-04-05,쌀밥/잡곡밥,청국장찌개,류산슬,치즈함박스테이크,석식,찌개,해산물
2019-04-08,쌀밥/잡곡밥,김치두부국,닭갈비,해물파전,석식,국,육류
2019-04-09,참치회덮밥,미소장국,또띠아피자,꽃맛살샐러드,석식,국,해산물
2019-04-10,쌀밥/잡곡밥,육개장,꽁치구이*와사비장,비엔나케찹볶음,석식,국,해산물
2019-04-11,베이컨김치볶음밥,새우튀김우동,찐만두,키위드레싱샐러드,석식,우동,육류
2019-04-12,쌀밥/잡곡밥,배추된장국,돈육강정,계란말이,석식,국,육류
2019-04-15,쌀밥/잡곡밥,차돌박이찌개,가자미카레튀김,마파두부,석식,찌개,해산물
2019-04-17,쌀밥/잡곡밥,콩비지찌개,간장마늘치킨,브로컬리맛살볶음,석식,찌개,조류
2019-04-18,김밥볶음밥,짬뽕,크림새우,딸기드레싱샐러드,석식,국수,해산물
2019-04-19,쌀밥/잡곡밥,고추장찌개,돈육굴소스볶음,동그랑땡전,석식,찌개,육류
2019-04-22,쌀밥/잡곡밥,콩가루배추국,닭데리야끼조림,탕수만두,석식,탕,조류
2019-04-23,쌀밥/잡곡밥,수제비국,고등어구이,고추잡채*꽃빵,석식,국,해산물
2019-04-25,파인애플볶음밥,유부주머니국,새우까스*와사비소스,콘치즈오븐구이,석식,국,해산물
2019-04-26,쌀밥/잡곡밥,시금치국,유린기,감자채볶음,석식,국,육류
2019-04-29,쌀밥/잡곡밥,매운소고기무국,삼치구이,돈육잡채,석식,국,해산물
2019-04-30,김밥,잔치국수,야채튀김,바나나,석식,국,기타
2019-05-02,삼겹살볶음밥,미소장국,볶음우동,쫑상추무침,석식,우동,육류
2019-05-03,쌀밥/잡곡밥,황태국,돈육피망볶음,두부계란부침,석식,국,육류
2019-05-07,쌀밥/잡곡밥,콩나물국,닭갈비,동그랑땡전,석식,국,육류
2019-05-08,쌀밥/잡곡밥,육개장,굴비구이,모듬소세지구이,석식,국,해산물
2019-05-09,잡채밥/짜장소스,맑은국,소고기퀘사디아,씨리얼과일샐러드,석식,국,육류
2019-05-10,쌀밥/잡곡밥,열무된장국,레몬탕수육,해물파전,석식,탕,육류
2019-05-13,쌀밥/잡곡밥,부대찌개,고등어자반찜,메밀전병만두,석식,찜,해산물
2019-05-14,멸치주먹밥,김치우동,고구마치즈구이,모듬튀김,석식,우동,기타
2019-05-15,쌀밥/잡곡밥,시래기국,버섯불고기,매운어묵볶음,석식,국,육류
2019-05-16,닭갈비볶음밥,쌀국수,해물까스*와사비소스,핫도그,석식,국,해산물
2019-05-17,쌀밥/잡곡밥,닭개장,미니함박조림,브로컬리오징어숙회,석식,국,육류
2019-05-20,쌀밥/잡곡밥,떡국,고추잡채*꽃빵,통도라지구이,석식,국,기타
2019-05-21,충무김밥,미니국수,오징어초무침,꽃맛살샐러드,석식,국,해산물
2019-05-22,쌀밥/잡곡밥,버섯들깨탕,과일탕수육,감자비엔나볶음,석식,탕,육류
2019-05-23,해물굴소스볶음밥,스프,토마토스파게티,감자튀김*케찹,석식,스프,해산물
2019-05-24,쌀밥/잡곡밥,고추장찌개,두부커틀릿,해물누룽지탕,석식,탕,해산물
2019-05-27,쌀밥/잡곡밥,두부김치국,소고기장조림,양장피잡채,석식,국,육류
2019-05-28,유부초밥,가쯔오장국,야채쫄면,생선까스*칠리소스,석식,국수,해산물
2019-05-30,쇠고기숙주규동덮밥,미소장국,파스타샐러드,치킨퀘사디야,석식,국,육류
2019-05-31,쌀밥/잡곡밥,무청된장국,닭갈비,숙주미나리잡채,석식,국,육류
2019-06-03,쌀밥/잡곡밥,순두부찌개,삼치튀김*데리소스,꽃맛살볶음,석식,찌개,해산물
2019-06-04,참치주먹밥,우동,닭오븐구이,딸기드레싱샐러드,석식,우동,조류
2019-06-05,쌀밥/잡곡밥,된장찌개,동파삼겹수육,감자채볶음,석식,찌개,육류
2019-06-07,쌀밥/잡곡밥,두부김치국,닭강정,새송이버섯전,석식,국,조류
2019-06-10,쌀밥/잡곡밥,얼갈이된장국,삼겹살구이,어묵꽈리고추볶음,석식,국,육류
2019-06-11,김밥볶음밥,초계국수,떡볶이,멕시칸샐러드,석식,국,기타
2019-06-12,쌀밥/잡곡밥,매운버섯국,갈치구이,비엔나볶음,석식,국,해산물
2019-06-13,오므라이스,가쯔오장국,훈제오리냉채,만두튀김,석식,국,조류
2019-06-14,쌀밥/잡곡밥,동태탕,미트볼케찹조림,새싹두부구이,석식,탕,육류
2019-06-17,쌀밥/잡곡밥,콩나물김치국,류산슬,모듬소세지구이,석식,국,해산물
2019-06-18,베이컨볶음밥,유부장국,토마토스파게티,해물까스*칠리소스,석식,국,해산물
2019-06-19,쌀밥/잡곡밥,된장찌개,닭갈비,옥수수전,석식,찌개,육류
2019-06-20,쌀밥/잡곡밥,뼈감자탕,유린기,궁중떡볶음,석식,탕,육류
2019-06-21,쌀밥/잡곡밥,쇠고기샤브국,미니야채떡갈비,어묵피망볶음,석식,국,육류
2019-06-24,쌀밥/잡곡밥,소고기매운무국,오징어굴소스볶음,모둠버섯구이,석식,국,해산물
2019-06-25,중국식볶음밥,짬뽕,고추잡채*꽃빵,과일샐러드,석식,국수,기타
2019-06-27,빠에야,올챙이만두국,소고기퀘사디아,하와이안샐러드,석식,국,육류
2019-06-28,쌀밥/잡곡밥,아욱국,돈육강정,고기전,석식,국,육류
2019-07-01,쌀밥/잡곡밥,차돌된장찌개,고등어구이,메추리알조림,석식,찌개,해산물
2019-07-02,꼬마김밥*겨자장,우동,생선까스*탈탈소스,멕시칸샐러드,석식,우동,해산물
2019-07-03,쌀밥/잡곡밥,근대국,돈육간장볶음,두부구이*양념장,석식,국,육류
2019-07-04,베이컨김치볶음밥,냉모밀국수,해물부추전,만두찜,석식,찜,해산물
2019-07-05,쌀밥/잡곡밥,배추된장국,레몬탕수육,실곤약흑임자무침,석식,탕,육류
2019-07-08,쌀밥/잡곡밥,콩나물국,해물누룽지탕,모듬소시지구이,석식,탕,해산물
2019-07-09,멸치주먹밥,잔치국수,케이준샐러드,단호박범벅,석식,국,기타
2019-07-10,쌀밥/잡곡밥,육개장,가자미튀김,계란말이,석식,국,해산물
2019-07-11,쌀밥/잡곡밥,들깨미역국,언양식불고기,오징어초무침,석식,국,육류
2019-07-12,쌀밥/잡곡밥,된장찌개,소고기장조림,비엔나케찹볶음,석식,찌개,육류
2019-07-15,쌀밥/잡곡밥,시래기들개탕,오징어볶음*소면,고기전,석식,국수,해산물
2019-07-16,유부초밥,콩국수,떡볶이,군만두,석식,국,육류
2019-07-17,쌀밥/잡곡밥,두부김치국,돼지고기장조림,야채계란찜,석식,찜,육류
2019-07-18,쌀밥/잡곡밥,브로컬리크림스프,옛날왕돈가스,키위드레싱샐러드,석식,스프,육류
2019-07-19,쌀밥/잡곡밥,꽃게탕,안동찜닭,해물겨자냉채,석식,찜,조류
2019-07-22,쌀밥/잡곡밥,얼갈이국,오리불고기,두부구이,석식,국,육류
2019-07-23,김밥,맑은국,해물볶음우동,나초콥샐러드,석식,우동,해산물
2019-07-24,쌀밥/잡곡밥,된장찌개,대패삼겹*파채,새송이버섯전,석식,찌개,육류
2019-07-25,파인애플볶음밥,유부주머니국,사천식탕수육,콘치즈오븐구이,석식,탕,육류
2019-07-26,쌀밥/잡곡밥,맑은연두부탕,돈육매콤조림,토마토시금치달걀볶음,석식,탕,육류
2019-07-29,쌀밥/잡곡밥,무채국,버섯불고기,닭살겨자냉채,석식,국,육류
2019-07-30,김치볶음밥,유부장국,탄두리치킨,꽃맛살샐러드,석식,국,조류
2019-08-01,참치주먹밥,열무물국수,돈육강정,시저샐러드,석식,국,육류
2019-08-02,쌀밥/잡곡밥,매운버섯국,고등어구이,두부스테이크,석식,국,해산물
2019-08-05,쌀밥/잡곡밥,육개장,꽁치오븐구이,마파두부,석식,국,해산물
2019-08-06,해물굴소스볶음밥,미소장국,로제파스타,양배추샐러드,석식,국,해산물
2019-08-07,쌀밥/잡곡밥,콩가루배추국,돈육장조림,콩나물겨자채,석식,국,육류
2019-08-08,야채볶음밥,김치말이국수,닭오븐구이,키위드레싱샐러드,석식,국,조류
2019-08-09,쌀밥/잡곡밥,얼갈이국,등뼈김치찜,두부구이,석식,찜,육류
2019-08-12,쌀밥/잡곡밥,북어해장국,양념치킨,오징어야채무침,석식,국,조류
2019-08-13,제육김치덮밥,유부장국,까르보나라떡볶이,김말이강정,석식,국,육류
2019-08-14,쌀밥/잡곡밥,사과오이냉국,오징어볶음*소면,생선가스,석식,국수,해산물
2019-08-16,쌀밥/잡곡밥,해물짬뽕국,돈육굴소스볶음,쇠고기두부찜,석식,찜,육류
2019-08-19,쌀밥/잡곡밥,콩나물김치국,안동찜닭,셀프무쌈말이,석식,찜,조류
2019-08-20,유부초밥,냉모밀국수,해물까스*칠리소스,콥샐러드,석식,국,해산물
2019-08-21,쌀밥/잡곡밥,북어해장국,소고기낙지볶음,녹두전,석식,국,육류
2019-08-22,목살필라프,꼬지어묵국,탕수육,과일요거트샐러드,석식,탕,육류
2019-08-23,쌀밥/잡곡밥,건새우아욱된장국,동파삼겹수육,감자채볶음,석식,국,육류
2019-08-26,쌀밥/잡곡밥,매운버섯국,돈육간장볶음,계란찜,석식,찜,육류
2019-08-27,베이컨김치볶음밥,새우튀김우동,찹쌀순대볶음,부추만두,석식,우동,육류
2019-08-29,오므라이스,가쯔오장국,소고기퀘사디아,멕시칸샐러드,석식,국,육류
2019-08-30,쌀밥/잡곡밥,들깨버섯국,마늘치킨,동그랑땡전,석식,국,조류
2019-09-02,쌀밥/잡곡밥,콩나물국,파닭,두부계란부침,석식,국,조류
2019-09-03,빠에야,쌀국수,치킨샐러드,고구마맛탕,석식,탕,조류
2019-09-04,쌀밥/잡곡밥,참치김치찌개,돈육강정,계란찜,석식,찜,육류
2019-09-05,김밥,김치어묵국,야채튀김,미니햄버거,석식,국,육류
2019-09-06,쌀밥/잡곡밥,고추장찌개,소고기숙주볶음,맛살냉채,석식,찌개,육류
2019-09-09,쌀밥/잡곡밥,황태해장국,닭갈비,두부구이*양념장,석식,국,육류
2019-09-10,김치필라프,크림스프,토마토스파게티,시리얼과일샐러드,석식,스프,해산물
2019-09-11,쌀밥/잡곡밥,해물된장찌개,고추잡채*꽃빵,명태조림,석식,찌개,해산물
2019-09-16,쌀밥/잡곡밥,참치김치찌개,치즈함박스테이크,새송이버섯전,석식,찌개,육류
2019-09-17,참치덮밥,미소장국,또띠아피자,모둠과일,석식,국,해산물
2019-09-18,쌀밥/잡곡밥,수제비국,쇠고기숙주볶음,두부매콤조림,석식,국,육류
2019-09-19,쌀밥/잡곡밥,설렁탕,김치전,오징어젓무침,석식,탕,해산물
2019-09-20,쌀밥/잡곡밥,얼큰소고기무국,안동찜닭,탕평채,석식,탕,조류
2019-09-23,쌀밥/잡곡밥,육개장,고등어구이,모듬소세지볶음,석식,국,해산물
2019-09-24,쌀밥/잡곡밥,무채국,닭볶음탕,메밀전병만두,석식,탕,조류
2019-09-26,볶음밥/짜장소스,계란국,깐풍기,시저샐러드,석식,국,조류
2019-09-27,쌀밥/잡곡밥,아욱국,돈육간장볶음,닭살겨자채,석식,국,육류
2019-09-30,쌀밥/잡곡밥,버섯들깨탕,오징어볶음,고기전,석식,탕,해산물
2019-10-02,쌀밥/잡곡밥,열무된장국,쇠고기장조림,마파두부,석식,국,육류
2019-10-04,쌀밥/잡곡밥,순두부찌개,함박스테이크,계란찜,석식,찜,육류
2019-10-07,쌀밥/잡곡밥,닭개장,갈치구이,비엔나케찹볶음,석식,국,해산물
2019-10-08,김치볶음밥,새우튀김우동,고구마치즈구이,홍시드레싱샐러드,석식,우동,해산물
2019-10-10,참치주먹밥,잔치국수,쇠고기퀘사디아,꽃맛살샐러드,석식,국,육류
2019-10-11,쌀밥/잡곡밥,쇠고기샤브국,탕수어,견과류조림,석식,탕,해산물
2019-10-14,쌀밥/잡곡밥,참치김치찌개,주꾸미볶음,계란말이,석식,찌개,해산물
2019-10-15,야채볶음밥,유부주머니국,통새우또띠아,야채쫄면무침,석식,국수,해산물
2019-10-16,쌀밥/잡곡밥,된장찌개,꽁치구이,모듬소세지구이,석식,찌개,해산물
2019-10-17,쌀밥,떡만두국,닭매운찜,김치전,석식,찜,조류
2019-10-18,쌀밥/잡곡밥,부대찌개,후르츠탕수육,오징어초무침,석식,탕,육류
2019-10-21,쌀밥/잡곡밥,어묵국,언양식불고기,맛살냉채,석식,국,육류
2019-10-22,김밥,잔치국수,떡볶이,김말이튀김,석식,국,기타
2019-10-23,쌀밥/잡곡밥,열무된장국,소고기버섯볶음,부추호박전,석식,국,육류
2019-10-24,해물굴소스볶음밥,맑은국,돈육간장강정,흑임자시금치샐러드,석식,국,육류
2019-10-25,쌀밥/잡곡밥,차돌박이찌개,류산슬,비엔나감자조림,석식,찌개,해산물
2019-10-28,쌀밥/잡곡밥,짬뽕국,가자미카레튀김,고기전,석식,국,해산물
2019-10-29,오므라이스,미니우동,닭오븐구이,고구마튀김,석식,우동,조류
2019-10-31,참치회덮밥,미소장국,또띠아피자,꽃맛살샐러드,석식,국,해산물
2019-11-01,쌀밥/잡곡밥,떡국,돈육장조림,해물김치전,석식,국,육류
2019-11-04,쌀밥/잡곡밥,열무된장국,함박스테이크,닭살겨자냉채,석식,국,육류
2019-11-05,멸치주먹밥,해물수제비,야채튀김,오징어숙회무침,석식,국,해산물
2019-11-06,쌀밥/잡곡밥,닭개장,황태양념구이,고추잡채*꽃빵,석식,국,해산물
2019-11-07,목살필라프,계란국,로제파스타,양배추샐러드,석식,국,조류
2019-11-08,쌀밥/잡곡밥,들깨시래기국,대패삼겹*파채,두부양념조림,석식,국,육류
2019-11-11,쌀밥/잡곡밥,얼갈이국,훈제오리불고기,두부구이,석식,국,육류
2019-11-12,유부초밥,쌀국수,쇠고기퀘사디아,단무지,석식,국,육류
2019-11-13,쌀밥/잡곡밥,해물순두부찌개,등갈비바베큐조림,고등어구이,석식,찌개,육류
2019-11-14,쌀밥/잡곡밥,설렁탕,부추전,오징어젓무침,석식,탕,해산물
2019-11-15,쌀밥/잡곡밥,부대찌개,소불고기,새송이버섯볶음,석식,찌개,육류
2019-11-18,쌀밥/잡곡밥,열무된장국,짬뽕불고기,버섯들깨나물,석식,국수,육류
2019-11-19,통새우김밥,우동,찹쌀순대볶음,딸기드레싱샐러드,석식,우동,육류
2019-11-20,쌀밥/잡곡밥,얼갈이된장국,삼겹살구이,어묵꽈리고추볶음,석식,국,육류
2019-11-21,쌀밥/잡곡밥,뼈감자탕,유린기,궁중떡볶음,석식,탕,육류
2019-11-22,쌀밥/잡곡밥,쇠고기샤브국,미트볼조림,맛살전,석식,국,육류
2019-11-25,쌀밥/잡곡밥,미역국,삼겹보쌈,김치전,석식,국,육류
2019-11-26,닭갈비볶음밥,가쯔오장국,크림카레우동,수제고로케,석식,우동,육류
2019-11-28,참치주먹밥,잔치국수,오징어튀김,과일샐러드,석식,국,해산물
2019-11-29,쌀밥/잡곡밥,소고기무국,굴비구이,비엔나케찹볶음,석식,국,해산물
